Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
23-11-2013,23,November,2013,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,29,1,4,85,29,114
23-11-2015,23,November,2015,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,27,1,4,79,27,106
07-12-2013,7,December,2013,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,28,1,4,82,28,110
07-12-2013,7,December,2013,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,10,1,4,29,10,39
07-12-2015,7,December,2015,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,26,1,4,76,26,102
07-12-2015,7,December,2015,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,8,1,4,23,8,31
09-12-2013,9,December,2013,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,7,1,4,20,7,27
09-12-2013,9,December,2013,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,20,1,4,58,20,78
09-12-2015,9,December,2015,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,4,1,4,12,4,16
09-12-2015,9,December,2015,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,18,1,4,53,18,71
12-12-2013,12,December,2013,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,9,1,4,26,9,35
12-12-2013,12,December,2013,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,19,1,4,55,19,74
12-12-2015,12,December,2015,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,6,1,4,18,6,24
12-12-2015,12,December,2015,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,19,1,4,55,19,74
23-12-2013,23,December,2013,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,11,1,4,32,11,43
23-12-2013,23,December,2013,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,6,1,4,18,6,24
23-12-2015,23,December,2015,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,11,1,4,32,11,43
23-12-2015,23,December,2015,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,5,1,4,15,5,20
28-12-2013,28,December,2013,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,4,1,4,12,4,16
28-12-2015,28,December,2015,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,2,1,4,6,2,8
30-12-2013,30,December,2013,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,24,1,4,70,24,94
30-12-2013,30,December,2013,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,21,1,4,61,21,82
30-12-2015,30,December,2015,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,23,1,4,67,23,90
30-12-2015,30,December,2015,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,23,1,4,67,23,90
02-01-2014,2,January,2014,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,11,1,4,32,11,43
02-01-2014,2,January,2014,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,21,1,4,61,21,82
02-01-2016,2,January,2016,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,8,1,4,23,8,31
02-01-2016,2,January,2016,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,22,1,4,64,22,86
07-01-2014,7,January,2014,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,19,1,4,55,19,74
07-01-2014,7,January,2014,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,19,1,4,55,19,74
07-01-2016,7,January,2016,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,19,1,4,55,19,74
07-01-2016,7,January,2016,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,20,1,4,58,20,78
20-01-2014,20,January,2014,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,12,1,4,35,12,47
20-01-2014,20,January,2014,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,21,1,4,61,21,82
20-01-2014,20,January,2014,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,24,1,4,70,24,94
20-01-2014,20,January,2014,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,27,1,4,79,27,106
20-01-2016,20,January,2016,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,13,1,4,38,13,51
20-01-2016,20,January,2016,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,18,1,4,53,18,71
20-01-2016,20,January,2016,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,24,1,4,70,24,94
20-01-2016,20,January,2016,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,26,1,4,76,26,102
23-01-2014,23,January,2014,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,7,1,4,20,7,27
23-01-2014,23,January,2014,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,16,1,4,47,16,63
23-01-2016,23,January,2016,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,5,1,4,15,5,20
23-01-2016,23,January,2016,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,18,1,4,53,18,71
03-02-2014,3,February,2014,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,19,1,4,55,19,74
03-02-2016,3,February,2016,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,19,1,4,55,19,74
09-02-2014,9,February,2014,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,10,1,4,29,10,39
09-02-2014,9,February,2014,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,26,1,4,76,26,102
09-02-2016,9,February,2016,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,7,1,4,20,7,27
09-02-2016,9,February,2016,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,26,1,4,76,26,102
10-02-2014,10,February,2014,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,19,1,4,55,19,74
10-02-2014,10,February,2014,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,15,1,4,44,15,59
10-02-2016,10,February,2016,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,21,1,4,61,21,82
10-02-2016,10,February,2016,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,12,1,4,35,12,47
03-03-2014,3,March,2014,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,11,1,4,32,11,43
03-03-2014,3,March,2014,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,27,1,4,79,27,106
03-03-2016,3,March,2016,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,9,1,4,26,9,35
03-03-2016,3,March,2016,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,26,1,4,76,26,102
30-03-2014,30,March,2014,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,23,1,4,67,23,90
30-03-2014,30,March,2014,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,2,1,4,6,2,8
30-03-2016,30,March,2016,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,24,1,4,70,24,94
30-03-2016,30,March,2016,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,1,1,4,3,1,4
04-04-2014,4,April,2014,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,14,1,4,41,14,55
04-04-2014,4,April,2014,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,24,1,4,70,24,94
04-04-2016,4,April,2016,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,11,1,4,32,11,43
04-04-2016,4,April,2016,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,23,1,4,67,23,90
08-04-2014,8,April,2014,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,5,1,4,15,5,20
08-04-2014,8,April,2014,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,17,1,4,50,17,67
08-04-2016,8,April,2016,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,5,1,4,15,5,20
08-04-2016,8,April,2016,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,18,1,4,53,18,71
10-04-2014,10,April,2014,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,27,1,4,79,27,106
10-04-2014,10,April,2014,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,4,1,4,12,4,16
10-04-2016,10,April,2016,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,29,1,4,85,29,114
10-04-2016,10,April,2016,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,5,1,4,15,5,20
05-05-2014,5,May,2014,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,22,1,4,64,22,86
05-05-2014,5,May,2014,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,2,1,4,6,2,8
05-05-2016,5,May,2016,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,24,1,4,70,24,94
05-05-2016,5,May,2016,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,1,1,4,3,1,4
31-05-2014,31,May,2014,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,25,1,4,73,25,98
31-05-2014,31,May,2014,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,24,1,4,70,24,94
31-05-2016,31,May,2016,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,24,1,4,70,24,94
31-05-2016,31,May,2016,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,21,1,4,61,21,82
08-06-2014,8,June,2014,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,12,1,4,35,12,47
08-06-2014,8,June,2014,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,20,1,4,58,20,78
08-06-2016,8,June,2016,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,9,1,4,26,9,35
08-06-2016,8,June,2016,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,20,1,4,58,20,78
11-07-2014,11,July,2014,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,15,1,4,44,15,59
11-07-2016,11,July,2016,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,12,1,4,35,12,47
07-08-2013,7,August,2013,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,11,1,4,32,11,43
07-08-2013,7,August,2013,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,7,1,4,20,7,27
07-08-2015,7,August,2015,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,10,1,4,29,10,39
07-08-2015,7,August,2015,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,6,1,4,18,6,24
11-08-2013,11,August,2013,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,16,1,4,47,16,63
11-08-2013,11,August,2013,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,4,1,4,12,4,16
11-08-2015,11,August,2015,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,14,1,4,41,14,55
11-08-2015,11,August,2015,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,1,1,4,3,1,4
26-08-2013,26,August,2013,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,4,1,4,12,4,16
26-08-2013,26,August,2013,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,30,1,4,88,30,118
26-08-2015,26,August,2015,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,1,1,4,3,1,4
26-08-2015,26,August,2015,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,27,1,4,79,27,106
11-09-2013,11,September,2013,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,20,1,4,58,20,78
11-09-2013,11,September,2013,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,15,1,4,44,15,59
11-09-2015,11,September,2015,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,20,1,4,58,20,78
11-09-2015,11,September,2015,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,17,1,4,50,17,67
17-09-2013,17,September,2013,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,28,1,4,82,28,110
17-09-2015,17,September,2015,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,29,1,4,85,29,114
22-09-2013,22,September,2013,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,17,1,4,50,17,67
22-09-2013,22,September,2013,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,23,1,4,67,23,90
22-09-2013,22,September,2013,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,11,1,4,32,11,43
22-09-2015,22,September,2015,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,18,1,4,53,18,71
22-09-2015,22,September,2015,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,24,1,4,70,24,94
22-09-2015,22,September,2015,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,12,1,4,35,12,47
23-09-2013,23,September,2013,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,24,1,4,70,24,94
23-09-2013,23,September,2013,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,19,1,4,55,19,74
23-09-2015,23,September,2015,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,25,1,4,73,25,98
23-09-2015,23,September,2015,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,18,1,4,53,18,71
01-11-2013,1,November,2013,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,6,1,4,18,6,24
01-11-2013,1,November,2013,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,26,1,4,76,26,102
01-11-2013,1,November,2013,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,14,1,4,41,14,55
01-11-2013,1,November,2013,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,28,1,4,82,28,110
01-11-2015,1,November,2015,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,8,1,4,23,8,31
01-11-2015,1,November,2015,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,26,1,4,76,26,102
01-11-2015,1,November,2015,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,12,1,4,35,12,47
01-11-2015,1,November,2015,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,28,1,4,82,28,110
06-11-2013,6,November,2013,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,28,1,4,82,28,110
06-11-2013,6,November,2013,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,14,1,4,41,14,55
06-11-2013,6,November,2013,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,5,1,4,15,5,20
06-11-2015,6,November,2015,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,25,1,4,73,25,98
06-11-2015,6,November,2015,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,12,1,4,35,12,47
06-11-2015,6,November,2015,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,5,1,4,15,5,20
23-11-2013,23,November,2013,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,22,1,4,64,22,86
23-11-2013,23,November,2013,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,27,1,4,79,27,106
23-11-2013,23,November,2013,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,17,1,4,50,17,67
23-11-2015,23,November,2015,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,22,1,4,64,22,86
23-11-2015,23,November,2015,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,29,1,4,85,29,114
23-11-2015,23,November,2015,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,15,1,4,44,15,59
25-11-2013,25,November,2013,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,13,1,4,38,13,51
25-11-2013,25,November,2013,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,28,1,4,82,28,110
25-11-2015,25,November,2015,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,12,1,4,35,12,47
25-11-2015,25,November,2015,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,26,1,4,76,26,102
28-11-2013,28,November,2013,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,7,1,4,20,7,27
28-11-2015,28,November,2015,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,7,1,4,20,7,27
22-12-2013,22,December,2013,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,3,1,4,9,3,12
22-12-2015,22,December,2015,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,3,1,4,9,3,12
25-12-2013,25,December,2013,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,5,1,4,15,5,20
25-12-2013,25,December,2013,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,25,1,4,73,25,98
25-12-2015,25,December,2015,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,5,1,4,15,5,20
25-12-2015,25,December,2015,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,22,1,4,64,22,86
29-12-2013,29,December,2013,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,1,1,4,3,1,4
29-12-2013,29,December,2013,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,14,1,4,41,14,55
29-12-2015,29,December,2015,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,1,1,4,3,1,4
29-12-2015,29,December,2015,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,14,1,4,41,14,55
13-03-2014,13,March,2014,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,9,1,4,26,9,35
13-03-2014,13,March,2014,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,26,1,4,76,26,102
13-03-2016,13,March,2016,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,6,1,4,18,6,24
13-03-2016,13,March,2016,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,27,1,4,79,27,106
16-04-2014,16,April,2014,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,16,1,4,47,16,63
16-04-2014,16,April,2014,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,5,1,4,15,5,20
16-04-2016,16,April,2016,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,17,1,4,50,17,67
16-04-2016,16,April,2016,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,5,1,4,15,5,20
20-04-2014,20,April,2014,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,8,1,4,23,8,31
20-04-2014,20,April,2014,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,8,1,4,23,8,31
20-04-2016,20,April,2016,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,5,1,4,15,5,20
20-04-2016,20,April,2016,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,9,1,4,26,9,35
28-04-2014,28,April,2014,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,20,1,4,58,20,78
28-04-2014,28,April,2014,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,25,1,4,73,25,98
28-04-2014,28,April,2014,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,8,1,4,23,8,31
28-04-2016,28,April,2016,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,22,1,4,64,22,86
28-04-2016,28,April,2016,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,25,1,4,73,25,98
28-04-2016,28,April,2016,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,9,1,4,26,9,35
14-05-2014,14,May,2014,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,21,1,4,61,21,82
14-05-2014,14,May,2014,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,5,1,4,15,5,20
14-05-2016,14,May,2016,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,18,1,4,53,18,71
14-05-2016,14,May,2016,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,7,1,4,20,7,27
19-05-2014,19,May,2014,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,7,1,4,20,7,27
19-05-2016,19,May,2016,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,4,1,4,12,4,16
15-06-2014,15,June,2014,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,5,1,4,15,5,20
15-06-2016,15,June,2016,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,4,1,4,12,4,16
26-06-2014,26,June,2014,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,29,1,4,85,29,114
26-06-2014,26,June,2014,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,16,1,4,47,16,63
26-06-2016,26,June,2016,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,27,1,4,79,27,106
26-06-2016,26,June,2016,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,15,1,4,44,15,59
10-07-2014,10,July,2014,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,30,1,4,88,30,118
10-07-2014,10,July,2014,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,12,1,4,35,12,47
10-07-2016,10,July,2016,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,31,1,4,91,31,122
10-07-2016,10,July,2016,39,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,13,1,4,38,13,51
11-07-2013,11,July,2013,25,Young Adults (25-34),F,United States,Washington,Accessories,Tires and Tubes,Touring Tire Tube,7,2,5,13,14,27
11-07-2015,11,July,2015,25,Young Adults (25-34),F,United States,Washington,Accessories,Tires and Tubes,Touring Tire Tube,8,2,5,15,16,31
13-12-2013,13,December,2013,25,Young Adults (25-34),F,United States,Washington,Accessories,Tires and Tubes,Touring Tire Tube,29,2,5,55,58,113
13-12-2015,13,December,2015,25,Young Adults (25-34),F,United States,Washington,Accessories,Tires and Tubes,Touring Tire Tube,29,2,5,55,58,113
14-12-2013,14,December,2013,25,Young Adults (25-34),F,United States,Washington,Accessories,Tires and Tubes,Touring Tire Tube,10,2,5,19,20,39
14-12-2013,14,December,2013,25,Young Adults (25-34),F,United States,Washington,Accessories,Tires and Tubes,Touring Tire Tube,16,2,5,30,32,62
14-12-2015,14,December,2015,25,Young Adults (25-34),F,United States,Washington,Accessories,Tires and Tubes,Touring Tire Tube,11,2,5,21,22,43
14-12-2015,14,December,2015,25,Young Adults (25-34),F,United States,Washington,Accessories,Tires and Tubes,Touring Tire Tube,16,2,5,30,32,62
24-12-2013,24,December,2013,25,Young Adults (25-34),F,United States,Washington,Accessories,Tires and Tubes,Touring Tire Tube,3,2,5,6,6,12
24-12-2013,24,December,2013,25,Young Adults (25-34),F,United States,Washington,Accessories,Tires and Tubes,Touring Tire Tube,5,2,5,10,10,20
24-12-2013,24,December,2013,25,Young Adults (25-34),F,United States,Washington,Accessories,Tires and Tubes,Touring Tire Tube,2,2,5,4,4,8
24-12-2015,24,December,2015,25,Young Adults (25-34),F,United States,Washington,Accessories,Tires and Tubes,Touring Tire Tube,5,2,5,10,10,20
24-12-2015,24,December,2015,25,Young Adults (25-34),F,United States,Washington,Accessories,Tires and Tubes,Touring Tire Tube,7,2,5,13,14,27
24-12-2015,24,December,2015,25,Young Adults (25-34),F,United States,Washington,Accessories,Tires and Tubes,Touring Tire Tube,1,2,5,2,2,4
27-12-2013,27,December,2013,25,Young Adults (25-34),F,United States,Washington,Accessories,Tires and Tubes,Touring Tire Tube,10,2,5,19,20,39
27-12-2013,27,December,2013,25,Young Adults (25-34),F,United States,Washington,Accessories,Tires and Tubes,Touring Tire Tube,27,2,5,51,54,105
27-12-2015,27,December,2015,25,Young Adults (25-34),F,United States,Washington,Accessories,Tires and Tubes,Touring Tire Tube,11,2,5,21,22,43
27-12-2015,27,December,2015,25,Young Adults (25-34),F,United States,Washington,Accessories,Tires and Tubes,Touring Tire Tube,25,2,5,48,50,98
12-02-2014,12,February,2014,25,Young Adults (25-34),F,United States,Washington,Accessories,Tires and Tubes,Touring Tire Tube,8,2,5,15,16,31
12-02-2014,12,February,2014,25,Young Adults (25-34),F,United States,Washington,Accessories,Tires and Tubes,Touring Tire Tube,17,2,5,32,34,66
12-02-2014,12,February,2014,25,Young Adults (25-34),F,United States,Washington,Accessories,Tires and Tubes,Touring Tire Tube,24,2,5,46,48,94
12-02-2016,12,February,2016,25,Young Adults (25-34),F,United States,Washington,Accessories,Tires and Tubes,Touring Tire Tube,5,2,5,10,10,20
12-02-2016,12,February,2016,25,Young Adults (25-34),F,United States,Washington,Accessories,Tires and Tubes,Touring Tire Tube,17,2,5,32,34,66
